"OPERATION_ID","OPERATION_STATUS","CRUISE_ID","SITE_NAME","START_TIME","START_LAT","START_LON","END_TIME","END_LAT","END_LON","END_LONdec","START_LONdec","START_LATdec","END_LATdec","date","cruise_op"
15,"Representative","201684","8-34 OCT","10/8/16 11:27","4207.907N","07020.038W","10/8/16 11:57","4209.223N","07020.804W",-70.34673333,-70.33396667,42.13178333,42.15371667,"10/8/16","201684_15"
15,"Representative","201781","4-35 OCT","10/4/17 15:25","4258.382N","07031.257W","10/4/17 15:34","4258.633N","07030.842W",-70.51403333,-70.52095,42.97303333,42.97721667,"10/4/17","201781_15"
16,"Representative","201680","24-Jun","4/21/16 9:48","4255.564N","06931.096W","4/21/16 10:18","4255.424N","06932.939W",-69.54898333,-69.51826667,42.92606667,42.92373333,"4/21/16","201680_16"
16,"Representative","201681","26-Jun","5/10/16 18:35","4246.589N","06942.993W","5/10/16 19:05","4246.959N","06941.386W",-69.68976667,-69.71655,42.77648333,42.78265,"5/10/16","201681_16"
16,"Representative","201682","8-83 ALT","6/14/16 21:47","4214.643N","07019.277W","6/14/16 22:17","4213.789N","07020.663W",-70.34438333,-70.32128333,42.24405,42.22981667,"6/14/16","201682_16"
16,"Representative","201683","18-May","7/5/16 17:40","4246.869N","07023.744W","7/5/16 18:11","4247.504N","07025.538W",-70.42563333,-70.39573333,42.78115,42.79173333,"7/5/16","201683_16"
16,"Representative","201684","8-31 OCT","10/8/16 13:11","4215.907N","07020.697W","10/8/16 13:41","4217.081N","07019.724W",-70.32873333,-70.34495,42.26511667,42.28468333,"10/8/16","201684_16"
16,"Representative","201781","5-27 OCT","10/4/17 16:28","4259.051N","07025.156W","10/4/17 16:58","4257.821N","07024.205W",-70.40341667,-70.41926667,42.98418333,42.96368333,"10/4/17","201781_16"
17,"Representative","201680","22-Jun","4/21/16 11:25","4253.507N","06935.996W","4/21/16 11:55","4252.23N","06936.48W",-69.608,-69.59993333,42.89178333,42.8705,"4/21/16","201680_17"
17,"Representative","201681","25-Jun","5/10/16 20:23","4241.856N","06941.215W","5/10/16 20:53","4240.528N","06941.342W",-69.68903333,-69.68691667,42.6976,42.67546667,"5/10/16","201681_17"
17,"Representative","201683","15-Apr","7/5/16 20:04","4242.755N","07040.272W","7/5/16 20:34","4243.055N","07042.112W",-70.70186667,-70.6712,42.71258333,42.71758333,"7/5/16","201683_17"
17,"Representative","201684","8-32 OCT","10/8/16 14:28","4215.316N","07016.542W","10/8/16 14:51","4214.866N","07015.429W",-70.25715,-70.2757,42.25526667,42.24776667,"10/8/16","201684_17"
17,"Representative","201780","7-25 APR","4/9/17 19:06","4229.082N","07047.042W","4/9/17 19:27","4228.223N","07046.494W",-70.7749,-70.78403333,42.4847,42.47038333,"4/9/17","201780_17"
17,"Representative","201781","5-78 OCT ALT","10/4/17 18:07","4253.343N","07026.583W","10/4/17 18:37","4252.177N","07027.461W",-70.45768333,-70.44305,42.88905,42.86961667,"10/4/17","201781_17"
18,"Representative","201680","27-Jun","4/21/16 14:16","4246.106N","06950.054W","4/21/16 14:46","4245.054N","06948.861W",-69.81435,-69.83423333,42.76843333,42.7509,"4/21/16","201680_18"
18,"Representative","201681","22-Jun","5/10/16 21:58","4238.471N","06937.656W","5/10/16 22:24","4237.820N","06936.430W",-69.60716667,-69.6276,42.64118333,42.63033333,"5/10/16","201681_18"
18,"Representative","201683","17-Apr","7/5/16 21:15","4246.989N","07040.317W","7/5/16 21:45","4248.467N","07040.284W",-70.6714,-70.67195,42.78315,42.80778333,"7/5/16","201683_18"
18,"Representative","201684","7-79 OCT ALT","10/8/16 17:22","4219.222N","07034.896W","10/8/16 17:52","4220.311N","07036.151W",-70.60251667,-70.5816,42.32036667,42.33851667,"10/8/16","201684_18"
18,"Representative","201780","7-22 APR","4/9/17 20:25","4223.423N","07043.695W","4/9/17 20:52","4222.669N","07042.430W",-70.70716667,-70.72825,42.39038333,42.37781667,"4/9/17","201780_18"
18,"Representative","201781","4-82 OCT ALT","10/4/17 20:27","4244.451N","07036.414W","10/4/17 20:51","4243.538N","07035.528W",-70.59213333,-70.6069,42.74085,42.72563333,"10/4/17","201781_18"
19,"Representative","201680","25-Jun","4/21/16 15:36","4242.761N","06947.886W","4/21/16 16:00","4241.880N","06948.590W",-69.80983333,-69.7981,42.71268333,42.698,"4/21/16","201680_19"
19,"Representative","201681","Sep-37","5/11/16 10:06","4222.112N","06938.881W","5/11/16 10:36","4221.913N","06940.672W",-69.67786667,-69.64801667,42.36853333,42.36521667,"5/11/16","201681_19"
19,"Representative","201683","16-Apr","7/5/16 22:53","4253.991N","07035.761W","7/5/16 23:23","4254.806N","07034.114W",-70.56856667,-70.59601667,42.89985,42.91343333,"7/5/16","201683_19"
19,"Representative","201684","7-78 OCT ALT","10/8/16 20:46","4219.722N","07044.348W","10/8/16 21:09","4219.244N","07043.069W",-70.71781667,-70.73913333,42.3287,42.32073333,"10/8/16","201684_19"
20,"Representative","201680","Nov-50","4/21/16 17:35","4245.831N","06956.303W","4/21/16 18:05","4247.056N","06956.937W",-69.94895,-69.93838333,42.76385,42.78426667,"4/21/16","201680_20"
20,"Representative","201681","Sep-36","5/11/16 11:25","4225.054N","06941.150W","5/11/16 11:55","4226.301N","06941.880W",-69.698,-69.68583333,42.41756667,42.43835,"5/11/16","201681_20"
20,"Representative","201682","11-94 ALT","6/16/16 20:23","4301.911N","07001.990W","6/16/16 20:53","4303.383N","07002.045W",-70.03408333,-70.03316667,43.03185,43.05638333,"6/16/16","201682_20"
20,"Representative","201683","21-May","7/6/16 0:02","4254.454N","07029.809W","7/6/16 0:32","4253.957N","07028.037W",-70.46728333,-70.49681667,42.90756667,42.89928333,"7/6/16","201683_20"
20,"Representative","201780","8-15 APR","4/12/17 11:19","4213.874N","07013.457W","4/12/17 11:59","4212.614N","07012.388W",-70.20646667,-70.22428333,42.23123333,42.21023333,"4/12/17","201780_20"
20,"Representative","201781","3-39 OCT","10/10/17 17:26","4300.135N","06950.496W","10/10/17 17:56","4301.340N","06949.445W",-69.82408333,-69.8416,43.00225,43.02233333,"10/10/17","201781_20"
21,"Representative","201680","Nov-49","4/21/16 19:20","4250.852N","06959.481W","4/21/16 19:50","4249.648N","06958.495W",-69.97491667,-69.99135,42.84753333,42.82746667,"4/21/16","201680_21"
21,"Representative","201681","Sep-38","5/11/16 13:14","4221.645N","06947.563W","5/11/16 13:45","4220.677N","06948.931W",-69.81551667,-69.79271667,42.36075,42.34461667,"5/11/16","201681_21"
21,"Representative","201682","Nov-42","6/16/16 21:18","4302.383N","07003.632W","6/16/16 21:48","4300.953N","07003.284W",-70.05473333,-70.06053333,43.03971667,43.01588333,"6/16/16","201682_21"
21,"Representative","201683","2-54 ALT","7/6/16 10:11","4309.184N","07018.002W","7/6/16 10:41","4308.230N","07016.423W",-70.27371667,-70.30003333,43.15306667,43.13716667,"7/6/16","201683_21"
21,"Representative","201684","8-35 OCT","10/12/16 12:02","4227.305N","07026.843W","10/12/16 12:27","4226.196N","07026.061W",-70.43435,-70.44738333,42.45508333,42.4366,"10/12/16","201684_21"
21,"Representative","201780","11-1 APR","4/12/17 14:31","4218.560N","07002.438W","4/12/17 15:01","4218.671N","07004.465W",-70.07441667,-70.04063333,42.30933333,42.31118333,"4/12/17","201780_21"
21,"Representative","201781","3-41 OCT","10/10/17 18:57","4301.491N","06942.589W","10/10/17 19:27","4301.808N","06940.715W",-69.67858333,-69.70981667,43.02485,43.03013333,"10/10/17","201781_21"
22,"Representative","201680","Nov-45","4/21/16 21:42","4244.248N","07007.252W","4/21/16 22:11","4243.482N","07008.484W",-70.1414,-70.12086667,42.73746667,42.7247,"4/21/16","201680_22"
22,"Representative","201681","Nov-48","5/11/16 15:01","4224.150N","06956.120W","5/11/16 15:31","4225.600N","06956.000W",-69.93333333,-69.93533333,42.4025,42.42666667,"5/11/16","201681_22"
22,"Representative","201682","Nov-44","6/17/16 9:24","4308.272N","07011.736W","6/17/16 9:54","4309.709N","07011.846W",-70.19743333,-70.1956,43.13786667,43.16181667,"6/17/16","201682_22"
22,"Representative","201683","7-Feb","7/6/16 11:36","4304.355N","07019.023W","7/6/16 12:06","4303.023N","07018.663W",-70.31105,-70.31705,43.07258333,43.05038333,"7/6/16","201683_22"
22,"Representative","201684","5-21 OCT","10/12/16 15:30","4236.258N","07016.295W","10/12/16 15:52","4237.234N","07016.679W",-70.27798333,-70.27158333,42.6043,42.62056667,"10/12/16","201684_22"
23,"Representative","201680","Nov-44","4/21/16 22:44","4243.423N","07010.897W","4/21/16 23:14","4243.628N","07012.752W",-70.21253333,-70.18161667,42.72371667,42.72713333,"4/21/16","201680_23"
23,"Representative","201681","Aug-34","5/11/16 20:23","4225.600N","07022.000W","5/11/16 20:53","4212.850N","07022.000W",-70.36666667,-70.36666667,42.42666667,42.21416667,"5/11/16","201681_23"
23,"Representative","201682","Nov-50","6/17/16 11:06","4307.519N","07004.377W","6/17/16 11:31","4306.318N","07004.352W",-70.07253333,-70.07295,43.12531667,43.1053,"6/17/16","201682_23"
23,"Representative","201683","4-Feb","7/6/16 12:52","4304.024N","07017.081W","7/6/16 13:22","4304.128N","07015.177W",-70.25295,-70.28468333,43.06706667,43.0688,"7/6/16","201683_23"
23,"Representative","201684","5-20 OCT","10/12/16 17:02","4237.724N","07022.844W","10/12/16 17:32","4238.876N","07023.810W",-70.39683333,-70.38073333,42.62873333,42.64793333,"10/12/16","201684_23"
23,"Representative","201780","11-4 APR","4/12/17 16:36","4219.759N","07010.648W","4/12/17 16:56","4220.362N","07011.672W",-70.19453333,-70.17746667,42.32931667,42.33936667,"4/12/17","201780_23"
23,"Representative","201781","3-38 OCT","10/10/17 21:31","4306.060N","06933.959W","10/10/17 21:56","4307.223N","06933.549W",-69.55915,-69.56598333,43.101,43.12038333,"10/10/17","201781_23"
24,"Representative","201682","10-Mar","6/17/16 12:56","4308.511N","06955.414W","6/17/16 13:26","4308.773N","06953.486W",-69.89143333,-69.92356667,43.14185,43.14621667,"6/17/16","201682_24"
24,"Representative","201683","19-May","7/6/16 14:52","4257.134N","07018.393W","7/6/16 15:22","4256.077N","07017.046W",-70.2841,-70.30655,42.95223333,42.93461667,"7/6/16","201683_24"
24,"Representative","201684","5-18 OCT","10/12/16 18:45","4243.835N","07030.437W","10/12/16 19:15","4245.093N","07031.399W",-70.52331667,-70.50728333,42.73058333,42.75155,"10/12/16","201684_24"
24,"Representative","201780","8-16 APR","4/12/17 18:04","4218.899N","07019.125W","4/12/17 18:34","4220.264N","07020.012W",-70.33353333,-70.31875,42.31498333,42.33773333,"4/12/17","201780_24"
24,"Representative","201781","3-43 OCT","10/11/17 10:50","4312.216N","06935.682W","10/11/17 11:20","4311.719N","06933.967W",-69.56611667,-69.5947,43.2036,43.19531667,"10/11/17","201781_24"
25,"Representative","201681","30-Jul","5/17/16 14:15","4223.744N","07044.215W","5/17/16 14:45","4223.238N","07042.412W",-70.70686667,-70.73691667,42.39573333,42.3873,"5/17/16","201681_25"
25,"Representative","201682","13-Mar","6/17/16 15:07","4307.445N","06946.982W","6/17/16 15:37","4308.706N","06946.149W",-69.76915,-69.78303333,43.12408333,43.1451,"6/17/16","201682_25"
25,"Representative","201683","Nov-43","7/6/16 16:13","4257.330N","07012.394W","7/6/16 16:43","4257.660N","07010.551W",-70.17585,-70.20656667,42.9555,42.961,"7/6/16","201683_25"
25,"Representative","201684","5-19 OCT","10/12/16 21:30","4248.277N","07020.010W","10/12/16 21:50","4247.357N","07019.944W",-70.3324,-70.3335,42.80461667,42.78928333,"10/12/16","201684_25"
25,"Representative","201780","8-21 APR","4/12/17 19:27","4225.733N","07019.987W","4/12/17 19:57","4225.770N","07021.837W",-70.36395,-70.33311667,42.42888333,42.4295,"4/12/17","201780_25"
25,"Representative","201781","3-40 OCT","10/11/17 12:55","4310.100N","06941.507W","10/11/17 13:25","4309.749N","06943.275W",-69.72125,-69.69178333,43.16833333,43.16248333,"10/11/17","201781_25"
26,"Representative","201680","26-Jun","4/22/16 9:39","4232.621N","06940.278W","4/22/16 10:09","4233.967N","06940.676W",-69.67793333,-69.6713,42.54368333,42.56611667,"4/22/16","201680_26"
26,"Representative","201681","17-Apr","5/17/16 16:45","4232.086N","07042.700W","5/17/16 17:15","4230.627N","07042.543W",-70.70905,-70.71166667,42.53476667,42.51045,"5/17/16","201681_26"
26,"Representative","201682","9-Mar","6/17/16 16:58","4307.382N","06935.370W","6/17/16 17:26","4307.614N","06933.602W",-69.56003333,-69.5895,43.12303333,43.1269,"6/17/16","201682_26"
26,"Representative","201683","Nov-48","7/6/16 17:28","4259.614N","07009.435W","7/6/16 17:58","4259.861N","07007.500W",-70.125,-70.15725,42.99356667,42.99768333,"7/6/16","201683_26"
26,"Representative","201684","4-65 OCT ALT","10/13/16 13:51","4246.692N","07038.648W","10/13/16 14:16","4247.697N","07039.643W",-70.66071667,-70.64413333,42.7782,42.79495,"10/13/16","201684_26"
26,"Representative","201780","8-19 APR","4/12/17 20:42","4225.927N","07024.937W","4/12/17 21:12","4226.774N","07026.466W",-70.4411,-70.41561667,42.43211667,42.44623333,"4/12/17","201780_26"
26,"Representative","201781","3-36 OCT","10/11/17 14:45","4307.188N","06951.689W","10/11/17 15:15","4308.474N","06951.201W",-69.85335,-69.86148333,43.1198,43.14123333,"10/11/17","201781_26"
27,"Representative","201680","9-87 ALT","4/22/16 12:01","4227.476N","06949.329W","4/22/16 12:31","4226.13N","06949.44W",-69.824,-69.82215,42.45793333,42.4355,"4/22/16","201680_27"
27,"Representative","201681","19-May","5/17/16 19:34","4232.046N","07025.841W","5/17/16 20:04","4230.963N","07024.688W",-70.41146667,-70.43068333,42.5341,42.51605,"5/17/16","201681_27"
27,"Representative","201682","3-62 ALT","6/17/16 19:03","4316.734N","06936.533W","6/17/16 19:33","4318.168N","06936.788W",-69.61313333,-69.60888333,43.2789,43.3028,"6/17/16","201682_27"
27,"Representative","201683","Nov-49","7/6/16 19:08","4259.663N","06957.867W","7/6/16 19:38","4259.163N","06955.991W",-69.93318333,-69.96445,42.99438333,42.98605,"7/6/16","201683_27"
27,"Representative","201684","4-66 OCT ALT","10/13/16 15:17","4251.001N","07034.672W","10/13/16 15:47","4252.075N","07035.791W",-70.59651667,-70.57786667,42.85001667,42.86791667,"10/13/16","201684_27"
27,"Representative","201780","5-27 APR","4/12/17 22:20","4232.465N","07028.208W","4/12/17 22:50","4233.883N","07027.600W",-70.46,-70.47013333,42.54108333,42.56471667,"4/12/17","201780_27"
27,"Representative","201781","3-44 OCT","10/11/17 16:02","4311.043N","06950.359W","10/11/17 16:43","4312.041N","06949.440W",-69.824,-69.83931667,43.18405,43.20068333,"10/11/17","201781_27"
28,"Representative","201680","Sep-37","4/22/16 13:24","4224.925N","06952.255W","4/22/16 13:54","4226.374N","06952.485W",-69.87475,-69.87091667,42.41541667,42.43956667,"4/22/16","201680_28"
28,"Representative","201682","26-Jun","6/17/16 23:28","4257.225N","06936.887W","6/17/16 23:58","4255.784N","06936.842W",-69.61403333,-69.61478333,42.95375,42.92973333,"6/17/16","201682_28"
28,"Representative","201684","4-67 OCT ALT","10/13/16 20:11","4242.868N","07034.357W","10/13/16 20:41","4244.198N","07035.194W",-70.58656667,-70.57261667,42.71446667,42.73663333,"10/13/16","201684_28"
28,"Representative","201781","11-1 OCT","10/11/17 17:42","4312.558N","06955.785W","10/11/17 18:12","4313.880N","06956.113W",-69.93521667,-69.92975,43.2093,43.23133333,"10/11/17","201781_28"
29,"Representative","201680","Sep-36","4/22/16 15:09","4222.100N","06952.203W","4/22/16 15:39","4220.697N","06952.330W",-69.87216667,-69.87005,42.36833333,42.34495,"4/22/16","201680_29"
29,"Representative","201681","Nov-50","5/17/16 22:28","4228.726N","07009.492W","5/17/16 22:58","4230.044N","07008.967W",-70.14945,-70.1582,42.47876667,42.50073333,"5/17/16","201681_29"
29,"Representative","201682","22-Jun","6/18/16 10:03","4253.241N","06944.285W","6/18/16 10:33","4251.843N","06944.032W",-69.73386667,-69.73808333,42.88735,42.86405,"6/18/16","201682_29"
29,"Representative","201683","29-Jul","7/11/16 12:41","4218.126N","07034.675W","7/11/16 13:11","4216.825N","07033.771W",-70.56285,-70.57791667,42.3021,42.28041667,"7/11/16","201683_29"
29,"Representative","201781","3-37 OCT","10/11/17 20:03","4319.722N","06944.277W","10/11/17 20:33","4320.562N","06942.981W",-69.71635,-69.73795,43.3287,43.3427,"10/11/17","201781_29"
30,"Representative","201680","Sep-38","4/22/16 17:23","4223.969N","06941.205W","4/22/16 17:53","4223.582N","06939.268W",-69.65446667,-69.68675,42.39948333,42.39303333,"4/22/16","201680_30"
30,"Representative","201682","27-Jun","6/18/16 12:19","4245.102N","06933.496W","6/18/16 12:49","4243.913N","06932.513W",-69.54188333,-69.55826667,42.7517,42.73188333,"6/18/16","201682_30"
30,"Representative","201683","7-80 ALT","7/11/16 14:44","4219.498N","07038.161W","7/11/16 15:14","4218.118N","07037.455W",-70.62425,-70.63601667,42.32496667,42.30196667,"7/11/16","201683_30"
30,"Representative","201684","11-42 OCT","10/18/16 12:29","4230.283N","06959.206W","10/18/16 12:59","4231.292N","06958.087W",-69.96811667,-69.98676667,42.50471667,42.52153333,"10/18/16","201684_30"
30,"Representative","201780","11-11 APR","4/17/17 13:14","4230.020N","07008.850W","4/17/17 13:41","4228.733N","07009.228W",-70.1538,-70.1475,42.50033333,42.47888333,"4/17/17","201780_30"
30,"Representative","201781","3-86 OCT ALT","10/11/17 21:40","4323.908N","06936.584W","10/11/17 22:10","4324.501N","06934.932W",-69.5822,-69.60973333,43.39846667,43.40835,"10/11/17","201781_30"
31,"Representative","201681","Nov-43","5/18/16 9:32","4311.916N","07006.642W","5/18/16 10:02","4310.586N","07006.765W",-70.11275,-70.1107,43.1986,43.17643333,"5/18/16","201681_31"
31,"Representative","201682","25-Jun","6/18/16 14:00","4237.385N","06934.245W","6/18/16 14:30","4236.042N","06935.131W",-69.58551667,-69.57075,42.62308333,42.6007,"6/18/16","201682_31"
31,"Representative","201684","11-43 OCT","10/18/16 14:12","4236.558N","06958.541W","10/18/16 14:42","4237.839N","06959.092W",-69.98486667,-69.97568333,42.6093,42.63065,"10/18/16","201684_31"
31,"Representative","201780","11-7 APR","4/17/17 14:50","4228.467N","06959.339W","4/17/17 15:20","4228.435N","06957.387W",-69.95645,-69.98898333,42.47445,42.47391667,"4/17/17","201780_31"
31,"Representative","201781","2-45 OCT","10/12/17 12:16","4328.711N","07001.119W","10/12/17 12:46","4327.832N","07002.396W",-70.03993333,-70.01865,43.47851667,43.46386667,"10/12/17","201781_31"
32,"Representative","201680","Nov-47","4/22/16 22:03","4227.596N","07004.952W","4/22/16 22:33","4228.945N","07004.840W",-70.08066667,-70.08253333,42.45993333,42.48241667,"4/22/16","201680_32"
32,"Representative","201681","Nov-47","5/18/16 11:45","4312.971N","06956.651W","5/18/16 12:10","4314.049N","06956.233W",-69.93721667,-69.94418333,43.21618333,43.23415,"5/18/16","201681_32"
32,"Representative","201682","Sep-36","6/18/16 15:49","4229.116N","06934.580W","6/18/16 16:19","4227.753N","06935.277W",-69.58795,-69.57633333,42.48526667,42.46255,"6/18/16","201682_32"
32,"Representative","201684","11-44 OCT","10/18/16 16:00","4236.929N","07005.628W","10/18/16 16:30","4238.040N","07006.458W",-70.10763333,-70.0938,42.61548333,42.634,"10/18/16","201684_32"
32,"Representative","201780","11-9 APR","4/17/17 16:27","4230.801N","07002.542W","4/17/17 16:57","4232.112N","07003.208W",-70.05346667,-70.04236667,42.51335,42.5352,"4/17/17","201780_32"
32,"Representative","201781","2-46 OCT","10/12/17 13:30","4326.145N","07005.508W","10/12/17 14:00","4324.875N","07005.394W",-70.0899,-70.0918,43.43575,43.41458333,"10/12/17","201781_32"
33,"Representative","201681","10-Mar","5/18/16 13:24","4313.327N","06950.334W","5/18/16 13:54","4312.085N","06951.340W",-69.85566667,-69.8389,43.22211667,43.20141667,"5/18/16","201681_33"
33,"Representative","201682","Sep-37","6/18/16 17:45","4224.027N","06945.390W","6/18/16 18:15","4223.581N","06947.275W",-69.78791667,-69.7565,42.40045,42.39301667,"6/18/16","201682_33"
33,"Representative","201684","11-46 OCT","10/18/16 17:36","4241.485N","07010.043W","10/18/16 18:06","4242.161N","07011.446W",-70.19076667,-70.16738333,42.69141667,42.70268333,"10/18/16","201684_33"
33,"Representative","201780","11-6 APR","4/17/17 18:39","4241.437N","07010.188W","4/17/17 19:09","4242.233N","07011.847W",-70.19745,-70.1698,42.69061667,42.70388333,"4/17/17","201780_33"
33,"Representative","201781","2-97 OCT ALT","10/12/17 17:24","4309.780N","07018.243W","10/12/17 17:54","4308.326N","07019.083W",-70.31805,-70.30405,43.163,43.13876667,"10/12/17","201781_33"
34,"Representative","201683","Nov-50","7/12/16 15:31","4230.227N","07009.110W","7/12/16 15:56","4229.055N","07009.272W",-70.15453333,-70.15183333,42.50378333,42.48425,"7/12/16","201683_34"
34,"Representative","201684","11-45 OCT","10/18/16 20:49","4255.920N","07006.780W","10/18/16 21:19","4256.819N","07005.508W",-70.0918,-70.113,42.932,42.94698333,"10/18/16","201684_34"
34,"Representative","201780","5-31 APR","4/17/17 20:00","4241.197N","07018.314W","4/17/17 20:28","4242.163N","07019.521W",-70.32535,-70.30523333,42.68661667,42.70271667,"4/17/17","201780_34"
35,"Representative","201680","21-May","4/24/16 22:16","4231.483N","07023.645W","4/24/16 22:46","4232.399N","07025.177W",-70.41961667,-70.39408333,42.52471667,42.53998333,"4/24/16","201680_35"
35,"Representative","201682","Sep-38","6/18/16 19:29","4225.415N","06952.196W","6/18/16 19:59","4226.868N","06952.349W",-69.87248333,-69.86993333,42.42358333,42.4478,"6/18/16","201682_35"
35,"Representative","201683","Nov-47","7/12/16 16:52","4228.504N","07004.789W","7/12/16 17:16","4227.442N","07005.102W",-70.08503333,-70.07981667,42.47506667,42.45736667,"7/12/16","201683_35"
35,"Representative","201780","5-29 APR","4/17/17 21:16","4243.671N","07024.135W","4/17/17 21:39","4244.361N","07025.348W",-70.42246667,-70.40225,42.72785,42.73935,"4/17/17","201780_35"
36,"Representative","201680","Nov-46","4/25/16 9:21","4306.998N","07002.496W","4/25/16 9:51","4307.321N","07000.634W",-70.01056667,-70.0416,43.11663333,43.12201667,"4/25/16","201680_36"
36,"Representative","201683","Sep-36","7/12/16 19:12","4229.508N","06948.605W","7/12/16 19:42","4228.722N","06947.140W",-69.78566667,-69.81008333,42.4918,42.4787,"7/12/16","201683_36"
36,"Representative","201780","5-30 APR","4/17/17 22:37","4247.120N","07024.508W","4/17/17 23:07","4248.042N","07026.058W",-70.4343,-70.40846667,42.78533333,42.8007,"4/17/17","201780_36"
37,"Representative","201680","Nov-42","4/25/16 10:41","4305.245N","06956.987W","4/25/16 11:12","4304.298N","06955.651W",-69.92751667,-69.94978333,43.08741667,43.07163333,"4/25/16","201680_37"
37,"Representative","201681","Nov-42","5/18/16 15:35","4304.484N","07000.401W","5/18/16 16:05","4303.143N","07000.150W",-70.0025,-70.00668333,43.07473333,43.05238333,"5/18/16","201681_37"
37,"Representative","201682","24-Jun","6/18/16 21:47","4231.547N","06949.823W","6/18/16 22:17","4230.273N","06949.961W",-69.83268333,-69.83038333,42.52578333,42.50455,"6/18/16","201682_37"
37,"Representative","201683","Sep-38","7/12/16 20:43","4225.898N","06942.241W","7/12/16 21:13","4225.593N","06940.538W",-69.67563333,-69.70401667,42.43163333,42.42655,"7/12/16","201683_37"
37,"Representative","201684","2-55 OCT ALT","10/25/16 18:52","4308.970N","07017.999W","10/25/16 19:30","4308.131N","07016.421W",-70.27368333,-70.29998333,43.1495,43.13551667,"10/25/16","201684_37"
37,"Representative","201780","4-35 APR","4/18/17 10:31","4245.652N","07039.643W","4/18/17 11:04","4244.437N","07038.458W",-70.64096667,-70.66071667,42.76086667,42.74061667,"4/18/17","201780_37"
38,"Representative","201680","14-Mar","4/25/16 12:27","4303.269N","06951.198W","4/25/16 12:57","4303.669N","06949.255W",-69.82091667,-69.8533,43.05448333,43.06115,"4/25/16","201680_38"
38,"Representative","201683","Sep-37","7/12/16 22:12","4222.831N","06938.119W","7/12/16 22:42","4221.598N","06937.340W",-69.62233333,-69.63531667,42.38051667,42.35996667,"7/12/16","201683_38"
38,"Representative","201780","4-84 APR ALT","4/18/17 12:12","4249.592N","07036.194W","4/18/17 12:42","4248.571N","07034.770W",-70.5795,-70.60323333,42.82653333,42.80951667,"4/18/17","201780_38"
38,"Representative","201781","10-14 OCT","10/18/17 14:45","4147.909N","07022.949W","10/18/17 15:15","4147.765N","07020.978W",-70.34963333,-70.38248333,41.79848333,41.79608333,"10/18/17","201781_38"
39,"Representative","201681","Nov-44","5/18/16 19:11","4306.773N","07005.508W","5/18/16 19:41","4306.505N","07007.402W",-70.12336667,-70.0918,43.11288333,43.10841667,"5/18/16","201681_39"
39,"Representative","201683","22-Jun","7/13/16 9:24","4238.850N","06930.295W","7/13/16 9:55","4240.096N","06931.040W",-69.51733333,-69.50491667,42.6475,42.66826667,"7/13/16","201683_39"
39,"Representative","201684","1-1 OCT","10/26/16 18:09","4334.679N","06948.947W","10/26/16 18:29","4333.939N","06949.692W",-69.8282,-69.81578333,43.57798333,43.56565,"10/26/16","201684_39"
39,"Representative","201780","4-83 APR ALT","4/18/17 15:29","4253.470N","07041.181W","4/18/17 15:59","4252.107N","07041.944W",-70.69906667,-70.68635,42.89116667,42.86845,"4/18/17","201780_39"
39,"Representative","201781","10-13 OCT","10/18/17 16:03","4151.215N","07016.338W","10/18/17 16:29","4151.368N","07014.647W",-70.24411667,-70.2723,41.85358333,41.85613333,"10/18/17","201781_39"
40,"Representative","201680","Nov-48","4/25/16 15:49","4257.360N","07004.590W","4/25/16 16:10","4256.643N","07005.466W",-70.0911,-70.0765,42.956,42.94405,"4/25/16","201680_40"
40,"Representative","201682","7-79 ALT","6/22/16 16:37","4214.410N","07036.946W","6/22/16 17:07","4213.248N","07035.619W",-70.59365,-70.61576667,42.24016667,42.2208,"6/22/16","201682_40"
40,"Representative","201683","23-Jun","7/13/16 10:37","4241.428N","06932.396W","7/13/16 11:07","4242.404N","06933.568W",-69.55946667,-69.53993333,42.69046667,42.70673333,"7/13/16","201683_40"
40,"Representative","201684","3-9 OCT","10/26/16 19:45","4328.935N","06943.355W","10/26/16 20:15","4327.694N","06944.036W",-69.73393333,-69.72258333,43.48225,43.46156667,"10/26/16","201684_40"
40,"Representative","201780","4-85 APR ALT","4/18/17 16:33","4250.526N","07045.161W","4/18/17 17:03","4249.111N","07045.565W",-70.75941667,-70.75268333,42.8421,42.81851667,"4/18/17","201780_40"
40,"Representative","201781","10-12 OCT","10/18/17 17:33","4156.656N","07011.203W","10/18/17 18:03","4157.996N","07010.455W",-70.17425,-70.18671667,41.94426667,41.9666,"10/18/17","201781_40"
41,"Representative","201680","Nov-43","4/25/16 17:19","4301.572N","07009.162W","4/25/16 17:49","4302.952N","07008.817W",-70.14695,-70.1527,43.0262,43.0492,"4/25/16","201680_41"
41,"Representative","201681","Nov-45","5/18/16 22:39","4252.525N","07009.834W","5/18/16 23:09","4251.117N","07009.323W",-70.15538333,-70.1639,42.87541667,42.85195,"5/18/16","201681_41"
41,"Representative","201682","Aug-34","6/22/16 18:05","4215.264N","07028.059W","6/22/16 18:35","4214.179N","07026.788W",-70.44646667,-70.46765,42.2544,42.23631667,"6/22/16","201682_41"
41,"Representative","201683","24-Jun","7/13/16 12:53","4235.396N","06939.011W","7/13/16 13:23","4234.719N","06940.544W",-69.67573333,-69.65018333,42.58993333,42.57865,"7/13/16","201683_41"
